datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
1/1/2017 1:00:00 AM,12/31/2016 8:00:00 PM,Wind,2857,0.030,True
1/1/2017 12:00:00 AM,12/31/2016 7:00:00 PM,Coal,38608,0.400,False
1/1/2017 12:00:00 AM,12/31/2016 7:00:00 PM,Gas,16328,0.170,False
1/1/2017 12:00:00 AM,12/31/2016 7:00:00 PM,Hydro,1858,0.020,True
1/1/2017 12:00:00 AM,12/31/2016 7:00:00 PM,Multiple Fuels,278,0.000,False
1/1/2017 12:00:00 AM,12/31/2016 7:00:00 PM,Nuclear,34269,0.360,False
1/1/2017 12:00:00 AM,12/31/2016 7:00:00 PM,Oil,171,0.000,False
1/1/2017 12:00:00 AM,12/31/2016 7:00:00 PM,Other,8,0.000,False
1/1/2017 12:00:00 AM,12/31/2016 7:00:00 PM,Other Renewables,660,0.010,True
1/1/2017 12:00:00 AM,12/31/2016 7:00:00 PM,Solar,0,0.000,True
1/1/2017 12:00:00 AM,12/31/2016 7:00:00 PM,Storage,0,0.000,False
1/1/2017 12:00:00 AM,12/31/2016 7:00:00 PM,Wind,3621,0.040,True
12/31/2016 11:00:00 PM,12/31/2016 6:00:00 PM,Coal,38498,0.390,False
12/31/2016 11:00:00 PM,12/31/2016 6:00:00 PM,Gas,17083,0.170,False
12/31/2016 11:00:00 PM,12/31/2016 6:00:00 PM,Hydro,2732,0.030,True
12/31/2016 11:00:00 PM,12/31/2016 6:00:00 PM,Multiple Fuels,280,0.000,False
12/31/2016 11:00:00 PM,12/31/2016 6:00:00 PM,Nuclear,34287,0.350,False
12/31/2016 11:00:00 PM,12/31/2016 6:00:00 PM,Oil,172,0.000,False
12/31/2016 11:00:00 PM,12/31/2016 6:00:00 PM,Other,8,0.000,False
12/31/2016 11:00:00 PM,12/31/2016 6:00:00 PM,Other Renewables,684,0.010,True
12/31/2016 11:00:00 PM,12/31/2016 6:00:00 PM,Solar,0,0.000,True
12/31/2016 11:00:00 PM,12/31/2016 6:00:00 PM,Storage,0,0.000,False
12/31/2016 11:00:00 PM,12/31/2016 6:00:00 PM,Wind,3952,0.040,True
12/31/2016 10:00:00 PM,12/31/2016 5:00:00 PM,Coal,37620,0.390,False
12/31/2016 10:00:00 PM,12/31/2016 5:00:00 PM,Gas,16777,0.170,False
12/31/2016 10:00:00 PM,12/31/2016 5:00:00 PM,Hydro,2927,0.030,True
12/31/2016 10:00:00 PM,12/31/2016 5:00:00 PM,Multiple Fuels,279,0.000,False
12/31/2016 10:00:00 PM,12/31/2016 5:00:00 PM,Nuclear,34296,0.350,False
12/31/2016 10:00:00 PM,12/31/2016 5:00:00 PM,Oil,172,0.000,False
12/31/2016 10:00:00 PM,12/31/2016 5:00:00 PM,Other,8,0.000,False
12/31/2016 10:00:00 PM,12/31/2016 5:00:00 PM,Other Renewables,695,0.010,True
12/31/2016 10:00:00 PM,12/31/2016 5:00:00 PM,Solar,0,0.000,True
12/31/2016 10:00:00 PM,12/31/2016 5:00:00 PM,Storage,0,0.000,False
12/31/2016 10:00:00 PM,12/31/2016 5:00:00 PM,Wind,4195,0.040,True
12/31/2016 9:00:00 PM,12/31/2016 4:00:00 PM,Coal,36427,0.400,False
12/31/2016 9:00:00 PM,12/31/2016 4:00:00 PM,Gas,13696,0.150,False
12/31/2016 9:00:00 PM,12/31/2016 4:00:00 PM,Hydro,1160,0.010,True
12/31/2016 9:00:00 PM,12/31/2016 4:00:00 PM,Multiple Fuels,281,0.000,False
12/31/2016 9:00:00 PM,12/31/2016 4:00:00 PM,Nuclear,34278,0.370,False
12/31/2016 9:00:00 PM,12/31/2016 4:00:00 PM,Oil,174,0.000,False
12/31/2016 9:00:00 PM,12/31/2016 4:00:00 PM,Other,8,0.000,False
12/31/2016 9:00:00 PM,12/31/2016 4:00:00 PM,Other Renewables,687,0.010,True
12/31/2016 9:00:00 PM,12/31/2016 4:00:00 PM,Solar,1,0.000,True
12/31/2016 9:00:00 PM,12/31/2016 4:00:00 PM,Storage,0,0.000,False
12/31/2016 9:00:00 PM,12/31/2016 4:00:00 PM,Wind,4814,0.050,True
12/31/2016 8:00:00 PM,12/31/2016 3:00:00 PM,Coal,36527,0.400,False
12/31/2016 8:00:00 PM,12/31/2016 3:00:00 PM,Gas,13695,0.150,False
12/31/2016 8:00:00 PM,12/31/2016 3:00:00 PM,Hydro,1143,0.010,True
12/31/2016 8:00:00 PM,12/31/2016 3:00:00 PM,Multiple Fuels,276,0.000,False
12/31/2016 8:00:00 PM,12/31/2016 3:00:00 PM,Nuclear,34279,0.370,False
12/31/2016 8:00:00 PM,12/31/2016 3:00:00 PM,Oil,175,0.000,False
12/31/2016 8:00:00 PM,12/31/2016 3:00:00 PM,Other,10,0.000,False
12/31/2016 8:00:00 PM,12/31/2016 3:00:00 PM,Other Renewables,699,0.010,True
12/31/2016 8:00:00 PM,12/31/2016 3:00:00 PM,Solar,42,0.000,True
12/31/2016 8:00:00 PM,12/31/2016 3:00:00 PM,Storage,0,0.000,False
12/31/2016 8:00:00 PM,12/31/2016 3:00:00 PM,Wind,4938,0.050,True
12/31/2016 7:00:00 PM,12/31/2016 2:00:00 PM,Coal,35774,0.390,False
12/31/2016 7:00:00 PM,12/31/2016 2:00:00 PM,Gas,13360,0.150,False
12/31/2016 7:00:00 PM,12/31/2016 2:00:00 PM,Hydro,1180,0.010,True
12/31/2016 7:00:00 PM,12/31/2016 2:00:00 PM,Multiple Fuels,277,0.000,False
12/31/2016 7:00:00 PM,12/31/2016 2:00:00 PM,Nuclear,34288,0.380,False
12/31/2016 7:00:00 PM,12/31/2016 2:00:00 PM,Oil,173,0.000,False
12/31/2016 7:00:00 PM,12/31/2016 2:00:00 PM,Other,16,0.000,False
12/31/2016 7:00:00 PM,12/31/2016 2:00:00 PM,Other Renewables,694,0.010,True
12/31/2016 7:00:00 PM,12/31/2016 2:00:00 PM,Solar,140,0.000,True
12/31/2016 7:00:00 PM,12/31/2016 2:00:00 PM,Storage,0,0.000,False
12/31/2016 7:00:00 PM,12/31/2016 2:00:00 PM,Wind,5261,0.060,True
12/31/2016 6:00:00 PM,12/31/2016 1:00:00 PM,Coal,36010,0.400,False
12/31/2016 6:00:00 PM,12/31/2016 1:00:00 PM,Gas,13274,0.150,False
12/31/2016 6:00:00 PM,12/31/2016 1:00:00 PM,Hydro,666,0.010,True
12/31/2016 6:00:00 PM,12/31/2016 1:00:00 PM,Multiple Fuels,281,0.000,False
12/31/2016 6:00:00 PM,12/31/2016 1:00:00 PM,Nuclear,34170,0.380,False
12/31/2016 6:00:00 PM,12/31/2016 1:00:00 PM,Oil,175,0.000,False
12/31/2016 6:00:00 PM,12/31/2016 1:00:00 PM,Other,16,0.000,False
12/31/2016 6:00:00 PM,12/31/2016 1:00:00 PM,Other Renewables,695,0.010,True
12/31/2016 6:00:00 PM,12/31/2016 1:00:00 PM,Solar,227,0.000,True
12/31/2016 6:00:00 PM,12/31/2016 1:00:00 PM,Storage,0,0.000,False
12/31/2016 6:00:00 PM,12/31/2016 1:00:00 PM,Wind,5414,0.060,True
12/31/2016 5:00:00 PM,12/31/2016 12:00:00 PM,Coal,35389,0.390,False
12/31/2016 5:00:00 PM,12/31/2016 12:00:00 PM,Gas,13457,0.150,False
12/31/2016 5:00:00 PM,12/31/2016 12:00:00 PM,Hydro,894,0.010,True
12/31/2016 5:00:00 PM,12/31/2016 12:00:00 PM,Multiple Fuels,293,0.000,False
12/31/2016 5:00:00 PM,12/31/2016 12:00:00 PM,Nuclear,34071,0.370,False
12/31/2016 5:00:00 PM,12/31/2016 12:00:00 PM,Oil,175,0.000,False
12/31/2016 5:00:00 PM,12/31/2016 12:00:00 PM,Other,17,0.000,False
12/31/2016 5:00:00 PM,12/31/2016 12:00:00 PM,Other Renewables,696,0.010,True
12/31/2016 5:00:00 PM,12/31/2016 12:00:00 PM,Solar,247,0.000,True
12/31/2016 5:00:00 PM,12/31/2016 12:00:00 PM,Storage,0,0.000,False
12/31/2016 5:00:00 PM,12/31/2016 12:00:00 PM,Wind,5701,0.060,True
12/31/2016 4:00:00 PM,12/31/2016 11:00:00 AM,Coal,36329,0.390,False
12/31/2016 4:00:00 PM,12/31/2016 11:00:00 AM,Gas,15115,0.160,False
12/31/2016 4:00:00 PM,12/31/2016 11:00:00 AM,Hydro,865,0.010,True
12/31/2016 4:00:00 PM,12/31/2016 11:00:00 AM,Multiple Fuels,226,0.000,False
12/31/2016 4:00:00 PM,12/31/2016 11:00:00 AM,Nuclear,34130,0.370,False
12/31/2016 4:00:00 PM,12/31/2016 11:00:00 AM,Oil,177,0.000,False
12/31/2016 4:00:00 PM,12/31/2016 11:00:00 AM,Other,17,0.000,False
12/31/2016 4:00:00 PM,12/31/2016 11:00:00 AM,Other Renewables,680,0.010,True
12/31/2016 4:00:00 PM,12/31/2016 11:00:00 AM,Solar,264,0.000,True
12/31/2016 4:00:00 PM,12/31/2016 11:00:00 AM,Storage,0,0.000,False
12/31/2016 4:00:00 PM,12/31/2016 11:00:00 AM,Wind,5141,0.060,True
12/31/2016 3:00:00 PM,12/31/2016 10:00:00 AM,Coal,36326,0.390,False
12/31/2016 3:00:00 PM,12/31/2016 10:00:00 AM,Gas,15718,0.170,False
12/31/2016 3:00:00 PM,12/31/2016 10:00:00 AM,Hydro,1175,0.010,True
12/31/2016 3:00:00 PM,12/31/2016 10:00:00 AM,Multiple Fuels,222,0.000,False
12/31/2016 3:00:00 PM,12/31/2016 10:00:00 AM,Nuclear,34242,0.360,False
12/31/2016 3:00:00 PM,12/31/2016 10:00:00 AM,Oil,178,0.000,False
12/31/2016 3:00:00 PM,12/31/2016 10:00:00 AM,Other,14,0.000,False
12/31/2016 3:00:00 PM,12/31/2016 10:00:00 AM,Other Renewables,686,0.010,True
12/31/2016 3:00:00 PM,12/31/2016 10:00:00 AM,Solar,247,0.000,True
12/31/2016 3:00:00 PM,12/31/2016 10:00:00 AM,Storage,0,0.000,False
12/31/2016 3:00:00 PM,12/31/2016 10:00:00 AM,Wind,5233,0.060,True
12/31/2016 2:00:00 PM,12/31/2016 9:00:00 AM,Coal,35549,0.380,False
12/31/2016 2:00:00 PM,12/31/2016 9:00:00 AM,Gas,15844,0.170,False
12/31/2016 2:00:00 PM,12/31/2016 9:00:00 AM,Hydro,1137,0.010,True
12/31/2016 2:00:00 PM,12/31/2016 9:00:00 AM,Multiple Fuels,279,0.000,False
12/31/2016 2:00:00 PM,12/31/2016 9:00:00 AM,Nuclear,34298,0.370,False
12/31/2016 2:00:00 PM,12/31/2016 9:00:00 AM,Oil,179,0.000,False
12/31/2016 2:00:00 PM,12/31/2016 9:00:00 AM,Other,12,0.000,False
12/31/2016 2:00:00 PM,12/31/2016 9:00:00 AM,Other Renewables,685,0.010,True
12/31/2016 2:00:00 PM,12/31/2016 9:00:00 AM,Solar,171,0.000,True
12/31/2016 2:00:00 PM,12/31/2016 9:00:00 AM,Storage,0,0.000,False
12/31/2016 2:00:00 PM,12/31/2016 9:00:00 AM,Wind,5399,0.060,True
12/31/2016 1:00:00 PM,12/31/2016 8:00:00 AM,Coal,36175,0.390,False
12/31/2016 1:00:00 PM,12/31/2016 8:00:00 AM,Gas,15288,0.160,False
12/31/2016 1:00:00 PM,12/31/2016 8:00:00 AM,Hydro,1475,0.020,True
12/31/2016 1:00:00 PM,12/31/2016 8:00:00 AM,Multiple Fuels,277,0.000,False
12/31/2016 1:00:00 PM,12/31/2016 8:00:00 AM,Nuclear,34289,0.370,False
12/31/2016 1:00:00 PM,12/31/2016 8:00:00 AM,Oil,182,0.000,False
12/31/2016 1:00:00 PM,12/31/2016 8:00:00 AM,Other,11,0.000,False
12/31/2016 1:00:00 PM,12/31/2016 8:00:00 AM,Other Renewables,699,0.010,True
12/31/2016 1:00:00 PM,12/31/2016 8:00:00 AM,Solar,77,0.000,True
12/31/2016 1:00:00 PM,12/31/2016 8:00:00 AM,Storage,0,0.000,False
12/31/2016 1:00:00 PM,12/31/2016 8:00:00 AM,Wind,5362,0.060,True
12/31/2016 12:00:00 PM,12/31/2016 7:00:00 AM,Coal,35710,0.390,False
12/31/2016 12:00:00 PM,12/31/2016 7:00:00 AM,Gas,14737,0.160,False
12/31/2016 12:00:00 PM,12/31/2016 7:00:00 AM,Hydro,1134,0.010,True
12/31/2016 12:00:00 PM,12/31/2016 7:00:00 AM,Multiple Fuels,274,0.000,False
12/31/2016 12:00:00 PM,12/31/2016 7:00:00 AM,Nuclear,34268,0.370,False
12/31/2016 12:00:00 PM,12/31/2016 7:00:00 AM,Oil,182,0.000,False
12/31/2016 12:00:00 PM,12/31/2016 7:00:00 AM,Other,8,0.000,False
12/31/2016 12:00:00 PM,12/31/2016 7:00:00 AM,Other Renewables,697,0.010,True
12/31/2016 12:00:00 PM,12/31/2016 7:00:00 AM,Solar,0,0.000,True
12/31/2016 12:00:00 PM,12/31/2016 7:00:00 AM,Storage,0,0.000,False
12/31/2016 12:00:00 PM,12/31/2016 7:00:00 AM,Wind,5309,0.060,True
12/31/2016 11:00:00 AM,12/31/2016 6:00:00 AM,Coal,34203,0.380,False
12/31/2016 11:00:00 AM,12/31/2016 6:00:00 AM,Gas,13722,0.150,False
12/31/2016 11:00:00 AM,12/31/2016 6:00:00 AM,Hydro,784,0.010,True
12/31/2016 11:00:00 AM,12/31/2016 6:00:00 AM,Multiple Fuels,274,0.000,False
12/31/2016 11:00:00 AM,12/31/2016 6:00:00 AM,Nuclear,34267,0.380,False
12/31/2016 11:00:00 AM,12/31/2016 6:00:00 AM,Oil,182,0.000,False
12/31/2016 11:00:00 AM,12/31/2016 6:00:00 AM,Other,8,0.000,False
12/31/2016 11:00:00 AM,12/31/2016 6:00:00 AM,Other Renewables,697,0.010,True
12/31/2016 11:00:00 AM,12/31/2016 6:00:00 AM,Solar,0,0.000,True
12/31/2016 11:00:00 AM,12/31/2016 6:00:00 AM,Storage,0,0.000,False
12/31/2016 11:00:00 AM,12/31/2016 6:00:00 AM,Wind,5201,0.060,True
12/31/2016 10:00:00 AM,12/31/2016 5:00:00 AM,Coal,34814,0.390,False
12/31/2016 10:00:00 AM,12/31/2016 5:00:00 AM,Gas,12724,0.140,False
12/31/2016 10:00:00 AM,12/31/2016 5:00:00 AM,Hydro,652,0.010,True
12/31/2016 10:00:00 AM,12/31/2016 5:00:00 AM,Multiple Fuels,265,0.000,False
12/31/2016 10:00:00 AM,12/31/2016 5:00:00 AM,Nuclear,34257,0.390,False
12/31/2016 10:00:00 AM,12/31/2016 5:00:00 AM,Oil,377,0.000,False
12/31/2016 10:00:00 AM,12/31/2016 5:00:00 AM,Other,8,0.000,False
12/31/2016 10:00:00 AM,12/31/2016 5:00:00 AM,Other Renewables,714,0.010,True
12/31/2016 10:00:00 AM,12/31/2016 5:00:00 AM,Solar,0,0.000,True
12/31/2016 10:00:00 AM,12/31/2016 5:00:00 AM,Storage,0,0.000,False
12/31/2016 10:00:00 AM,12/31/2016 5:00:00 AM,Wind,5086,0.060,True
12/31/2016 9:00:00 AM,12/31/2016 4:00:00 AM,Coal,36138,0.410,False
12/31/2016 9:00:00 AM,12/31/2016 4:00:00 AM,Gas,11467,0.130,False
12/31/2016 9:00:00 AM,12/31/2016 4:00:00 AM,Hydro,499,0.010,True
12/31/2016 9:00:00 AM,12/31/2016 4:00:00 AM,Multiple Fuels,272,0.000,False
12/31/2016 9:00:00 AM,12/31/2016 4:00:00 AM,Nuclear,34240,0.390,False
12/31/2016 9:00:00 AM,12/31/2016 4:00:00 AM,Oil,180,0.000,False
12/31/2016 9:00:00 AM,12/31/2016 4:00:00 AM,Other,8,0.000,False
12/31/2016 9:00:00 AM,12/31/2016 4:00:00 AM,Other Renewables,692,0.010,True
12/31/2016 9:00:00 AM,12/31/2016 4:00:00 AM,Solar,0,0.000,True
12/31/2016 9:00:00 AM,12/31/2016 4:00:00 AM,Storage,0,0.000,False
12/31/2016 9:00:00 AM,12/31/2016 4:00:00 AM,Wind,5155,0.060,True
12/31/2016 8:00:00 AM,12/31/2016 3:00:00 AM,Coal,35959,0.400,False
12/31/2016 8:00:00 AM,12/31/2016 3:00:00 AM,Gas,12121,0.140,False
12/31/2016 8:00:00 AM,12/31/2016 3:00:00 AM,Hydro,627,0.010,True
12/31/2016 8:00:00 AM,12/31/2016 3:00:00 AM,Multiple Fuels,216,0.000,False
12/31/2016 8:00:00 AM,12/31/2016 3:00:00 AM,Nuclear,34207,0.380,False
12/31/2016 8:00:00 AM,12/31/2016 3:00:00 AM,Oil,177,0.000,False
12/31/2016 8:00:00 AM,12/31/2016 3:00:00 AM,Other,7,0.000,False
12/31/2016 8:00:00 AM,12/31/2016 3:00:00 AM,Other Renewables,705,0.010,True
12/31/2016 8:00:00 AM,12/31/2016 3:00:00 AM,Solar,0,0.000,True
12/31/2016 8:00:00 AM,12/31/2016 3:00:00 AM,Storage,0,0.000,False
12/31/2016 8:00:00 AM,12/31/2016 3:00:00 AM,Wind,5349,0.060,True
12/31/2016 7:00:00 AM,12/31/2016 2:00:00 AM,Coal,35566,0.400,False
12/31/2016 7:00:00 AM,12/31/2016 2:00:00 AM,Gas,11744,0.130,False
12/31/2016 7:00:00 AM,12/31/2016 2:00:00 AM,Hydro,670,0.010,True
12/31/2016 7:00:00 AM,12/31/2016 2:00:00 AM,Multiple Fuels,271,0.000,False
12/31/2016 7:00:00 AM,12/31/2016 2:00:00 AM,Nuclear,34197,0.380,False
12/31/2016 7:00:00 AM,12/31/2016 2:00:00 AM,Oil,174,0.000,False
12/31/2016 7:00:00 AM,12/31/2016 2:00:00 AM,Other,7,0.000,False
12/31/2016 7:00:00 AM,12/31/2016 2:00:00 AM,Other Renewables,704,0.010,True
12/31/2016 7:00:00 AM,12/31/2016 2:00:00 AM,Solar,0,0.000,True
12/31/2016 7:00:00 AM,12/31/2016 2:00:00 AM,Storage,0,0.000,False
12/31/2016 7:00:00 AM,12/31/2016 2:00:00 AM,Wind,5570,0.060,True
12/31/2016 6:00:00 AM,12/31/2016 1:00:00 AM,Coal,35109,0.400,False
12/31/2016 6:00:00 AM,12/31/2016 1:00:00 AM,Gas,11722,0.130,False
12/31/2016 6:00:00 AM,12/31/2016 1:00:00 AM,Hydro,747,0.010,True
12/31/2016 6:00:00 AM,12/31/2016 1:00:00 AM,Multiple Fuels,271,0.000,False
12/31/2016 6:00:00 AM,12/31/2016 1:00:00 AM,Nuclear,34126,0.390,False
12/31/2016 6:00:00 AM,12/31/2016 1:00:00 AM,Oil,176,0.000,False
12/31/2016 6:00:00 AM,12/31/2016 1:00:00 AM,Other,7,0.000,False
12/31/2016 6:00:00 AM,12/31/2016 1:00:00 AM,Other Renewables,700,0.010,True
12/31/2016 6:00:00 AM,12/31/2016 1:00:00 AM,Solar,0,0.000,True
12/31/2016 6:00:00 AM,12/31/2016 1:00:00 AM,Storage,0,0.000,False
12/31/2016 6:00:00 AM,12/31/2016 1:00:00 AM,Wind,5712,0.060,True
12/31/2016 5:00:00 AM,12/31/2016 12:00:00 AM,Coal,35830,0.400,False
12/31/2016 5:00:00 AM,12/31/2016 12:00:00 AM,Gas,12546,0.140,False
12/31/2016 5:00:00 AM,12/31/2016 12:00:00 AM,Hydro,705,0.010,True
12/31/2016 5:00:00 AM,12/31/2016 12:00:00 AM,Multiple Fuels,268,0.000,False
12/31/2016 5:00:00 AM,12/31/2016 12:00:00 AM,Nuclear,33889,0.380,False
12/31/2016 5:00:00 AM,12/31/2016 12:00:00 AM,Oil,173,0.000,False
12/31/2016 5:00:00 AM,12/31/2016 12:00:00 AM,Other,7,0.000,False
12/31/2016 5:00:00 AM,12/31/2016 12:00:00 AM,Other Renewables,699,0.010,True
12/31/2016 5:00:00 AM,12/31/2016 12:00:00 AM,Solar,0,0.000,True
12/31/2016 5:00:00 AM,12/31/2016 12:00:00 AM,Storage,0,0.000,False
12/31/2016 5:00:00 AM,12/31/2016 12:00:00 AM,Wind,5826,0.060,True
12/31/2016 4:00:00 AM,12/30/2016 11:00:00 PM,Coal,35437,0.370,False
12/31/2016 4:00:00 AM,12/30/2016 11:00:00 PM,Gas,17918,0.190,False
12/31/2016 4:00:00 AM,12/30/2016 11:00:00 PM,Hydro,787,0.010,True
12/31/2016 4:00:00 AM,12/30/2016 11:00:00 PM,Multiple Fuels,258,0.000,False
12/31/2016 4:00:00 AM,12/30/2016 11:00:00 PM,Nuclear,34169,0.360,False
12/31/2016 4:00:00 AM,12/30/2016 11:00:00 PM,Oil,173,0.000,False
12/31/2016 4:00:00 AM,12/30/2016 11:00:00 PM,Other,8,0.000,False
12/31/2016 4:00:00 AM,12/30/2016 11:00:00 PM,Other Renewables,677,0.010,True
12/31/2016 4:00:00 AM,12/30/2016 11:00:00 PM,Solar,0,0.000,True
12/31/2016 4:00:00 AM,12/30/2016 11:00:00 PM,Storage,0,0.000,False
12/31/2016 4:00:00 AM,12/30/2016 11:00:00 PM,Wind,5963,0.060,True
12/31/2016 3:00:00 AM,12/30/2016 10:00:00 PM,Coal,37078,0.380,False
12/31/2016 3:00:00 AM,12/30/2016 10:00:00 PM,Gas,19652,0.200,False
12/31/2016 3:00:00 AM,12/30/2016 10:00:00 PM,Hydro,769,0.010,True
12/31/2016 3:00:00 AM,12/30/2016 10:00:00 PM,Multiple Fuels,219,0.000,False
12/31/2016 3:00:00 AM,12/30/2016 10:00:00 PM,Nuclear,34090,0.350,False
12/31/2016 3:00:00 AM,12/30/2016 10:00:00 PM,Oil,173,0.000,False
12/31/2016 3:00:00 AM,12/30/2016 10:00:00 PM,Other,8,0.000,False
12/31/2016 3:00:00 AM,12/30/2016 10:00:00 PM,Other Renewables,689,0.010,True
12/31/2016 3:00:00 AM,12/30/2016 10:00:00 PM,Solar,0,0.000,True
12/31/2016 3:00:00 AM,12/30/2016 10:00:00 PM,Storage,0,0.000,False
12/31/2016 3:00:00 AM,12/30/2016 10:00:00 PM,Wind,5988,0.060,True
12/31/2016 2:00:00 AM,12/30/2016 9:00:00 PM,Coal,37448,0.370,False
12/31/2016 2:00:00 AM,12/30/2016 9:00:00 PM,Gas,21604,0.210,False
12/31/2016 2:00:00 AM,12/30/2016 9:00:00 PM,Hydro,1394,0.010,True
12/31/2016 2:00:00 AM,12/30/2016 9:00:00 PM,Multiple Fuels,289,0.000,False
12/31/2016 2:00:00 AM,12/30/2016 9:00:00 PM,Nuclear,34300,0.340,False
12/31/2016 2:00:00 AM,12/30/2016 9:00:00 PM,Oil,171,0.000,False
12/31/2016 2:00:00 AM,12/30/2016 9:00:00 PM,Other,8,0.000,False
12/31/2016 2:00:00 AM,12/30/2016 9:00:00 PM,Other Renewables,683,0.000,True
12/31/2016 2:00:00 AM,12/30/2016 9:00:00 PM,Solar,0,0.000,True
12/31/2016 2:00:00 AM,12/30/2016 9:00:00 PM,Storage,0,0.000,False
12/31/2016 2:00:00 AM,12/30/2016 9:00:00 PM,Wind,5977,0.060,True
12/31/2016 1:00:00 AM,12/30/2016 8:00:00 PM,Coal,36704,0.350,False
12/31/2016 1:00:00 AM,12/30/2016 8:00:00 PM,Gas,21207,0.200,False
12/31/2016 1:00:00 AM,12/30/2016 8:00:00 PM,Hydro,4422,0.040,True
12/31/2016 1:00:00 AM,12/30/2016 8:00:00 PM,Multiple Fuels,295,0.000,False
12/31/2016 1:00:00 AM,12/30/2016 8:00:00 PM,Nuclear,34285,0.330,False
12/31/2016 1:00:00 AM,12/30/2016 8:00:00 PM,Oil,169,0.000,False
12/31/2016 1:00:00 AM,12/30/2016 8:00:00 PM,Other,8,0.000,False
12/31/2016 1:00:00 AM,12/30/2016 8:00:00 PM,Other Renewables,651,0.000,True
12/31/2016 1:00:00 AM,12/30/2016 8:00:00 PM,Solar,0,0.000,True
